RoadClass	RoadLengthKm	AADFPedalCycles	AADFTwoWheeledMotorVehicles	AADFCarsAndTaxis	AADFBusesAndCoaches	AADFLGVs	AADFTwoRigidAxleHGVs	AADFThreeRigidAxleHGVs	AADFFourOrMoreRigidAxleHGVs	AADFThreeOrFourArticulatedAxleHGVs	AADFFiveArticulatedAxleHGVs	AADFSixArticulatedAxleHGVs	AADFAllHGVs	AADFAllMotorVehicles	AADF	RoadID	Year	geometry	SRefLatitude	SRefLongitude	LocalAuthority	EstimationMethod	EstimationMethodDetailed
discrete	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	string	discrete	string	continuous	continuous	discrete	discrete	discrete
																meta	meta	meta	meta	meta	meta	meta	meta
PA	0.5	69.0	123.0	11775.0	118.0	2779.0	232.0	109.0	122.0	22.0	79.0	95.0	660.0	15454.0	15523.0	57197	2016	LINESTRING (362100 396550, 362393 396914)	53.46522737	-2.570843963	Wigan	Estimated	Estimated using previous year's AADF on this link
PA	1.4	244.0	126.0	16131.0	366.0	2111.0	133.0	28.0	12.0	6.0	3.0	4.0	186.0	18920.0	19164.0	57228	2016	LINESTRING (385630 388570, 386770 389020)	53.39509016	-2.205981898	Stockport	Estimated	Estimated using previous year's AADF on this link
PA	0.8	81.0	219.0	25503.0	61.0	6079.0	768.0	190.0	137.0	110.0	631.0	557.0	2392.0	34254.0	34335.0	57252	2016	LINESTRING (360310 397090, 359550 397250)	53.46973814	-2.604046684	Wigan	Counted	Manual count
PA	2.8	165.0	175.0	13627.0	201.0	1971.0	187.0	62.0	21.0	3.0	25.0	24.0	322.0	16296.0	16461.0	57295	2016	LINESTRING (364070 403060, 361580 404290)	53.52721154	-2.559609461	Wigan	Counted	Manual count
PA	3.7	70.0	52.0	10217.0	214.0	1431.0	94.0	22.0	7.0	7.0	6.0	16.0	151.0	12064.0	12134.0	57317	2016	LINESTRING (369940 400640, 366980 399610)	53.49580907	-2.462120414	Wigan	Counted	Manual count
PA	1.6	72.0	69.0	10498.0	181.0	1401.0	114.0	19.0	6.0	11.0	3.0	3.0	155.0	12305.0	12377.0	57372	2016	LINESTRING (394854 393297, 394960 394710)	53.43897266	-2.076734025	Tameside	Estimated	Estimated using previous year's AADF on this link
PA	2.9	179.0	262.0	17899.0	258.0	4234.0	451.0	104.0	149.0	43.0	77.0	67.0	892.0	23545.0	23724.0	57390	2016	LINESTRING (387195 397503, 390120 397320)	53.47260709	-2.152121977	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.4	104.0	37.0	6756.0	1248.0	796.0	101.0	10.0	1.0	4.0	2.0	1.0	120.0	8957.0	9061.0	57427	2016	LINESTRING (384240 398530, 384440 398860)	53.48514033	-2.238065176	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	2.4	0.0	285.0	40877.0	146.0	7537.0	927.0	158.0	201.0	82.0	343.0	241.0	1953.0	50799.0	50799.0	57453	2016	LINESTRING (373120 407300, 374560 405600)	53.5492028	-2.38541239	Bolton	Estimated	Estimated using previous year's AADF on this link
TA	2.3	89.0	126.0	26344.0	195.0	4477.0	578.0	98.0	86.0	130.0	350.0	256.0	1498.0	32641.0	32730.0	57454	2016	LINESTRING (390431 405508, 389490 403380)	53.54155165	-2.149351479	Oldham	Counted	Manual count
PA	0.3	146.0	106.0	13590.0	182.0	2976.0	240.0	65.0	53.0	18.0	46.0	21.0	443.0	17298.0	17444.0	57496	2016	LINESTRING (385777 396921, 385680 396690)	53.46774363	-2.216577235	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.1	73.0	61.0	9412.0	242.0	1524.0	246.0	32.0	22.0	9.0	13.0	19.0	340.0	11578.0	11651.0	57601	2016	LINESTRING (367646 403194, 367620 403090)	53.52399441	-2.489834536	Wigan	Estimated	Estimated from nearby links
PA	1.1	1323.0	68.0	9524.0	1281.0	1016.0	79.0	19.0	6.0	4.0	2.0	3.0	112.0	12002.0	13325.0	57603	2016	LINESTRING (385585 394003, 385333 395039)	53.45155377	-2.222337265	Manchester	Counted	Manual count
PA	2.3	208.0	127.0	13741.0	198.0	2579.0	404.0	113.0	114.0	44.0	175.0	94.0	943.0	17587.0	17795.0	57694	2016	LINESTRING (381280 396340, 379040 396780)	53.46692704	-2.302735966	Trafford	Counted	Manual count
PA	1.0	446.0	139.0	14292.0	524.0	1861.0	111.0	13.0	10.0	5.0	5.0	5.0	149.0	16965.0	17411.0	57700	2016	LINESTRING (383905 397881, 383710 397100)	53.4739739	-2.248247443	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.2	70.0	70.0	13041.0	603.0	3044.0	223.0	31.0	15.0	9.0	6.0	5.0	288.0	17046.0	17116.0	57724	2016	LINESTRING (389020 390200, 388980 390360)	53.40939809	-2.166939067	Stockport	Estimated	Estimated using previous year's AADF on this link
PA	0.7	56.0	57.0	12760.0	167.0	3780.0	532.0	77.0	90.0	31.0	29.0	35.0	794.0	17557.0	17613.0	57753	2016	LINESTRING (373610 405250, 374240 405410)	53.54423173	-2.393833214	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	3.1	354.0	104.0	18200.0	309.0	2493.0	118.0	57.0	13.0	12.0	4.0	12.0	215.0	21321.0	21675.0	57780	2016	LINESTRING (383120 392070, 380949 393970)	53.43401228	-2.272398183	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	1.6	84.0	69.0	15711.0	239.0	2196.0	132.0	21.0	8.0	9.0	8.0	8.0	186.0	18401.0	18485.0	57812	2016	LINESTRING (376830 407580, 378345 407380)	53.56320068	-2.333618832	Bury	Estimated	Estimated using previous year's AADF on this link
PA	0.8	79.0	83.0	16652.0	119.0	2628.0	197.0	43.0	28.0	25.0	61.0	52.0	404.0	19887.0	19966.0	57824	2016	LINESTRING (390570 402600, 389820 402900)	53.52230383	-2.152300263	Oldham	Counted	Manual count
PA	0.6	180.0	105.0	13189.0	202.0	2819.0	383.0	129.0	110.0	54.0	295.0	307.0	1279.0	17594.0	17774.0	57895	2016	LINESTRING (378480 396900, 379040 396780)	53.46761688	-2.320817326	Trafford	Counted	Manual count
PA	0.9	57.0	38.0	6682.0	49.0	1158.0	123.0	17.0	156.0	4.0	3.0	6.0	309.0	8237.0	8294.0	57990	2016	LINESTRING (382912 399245, 382520 398530)	53.48742347	-2.263698164	Salford	Estimated	Estimated using previous year's AADF on this link
PA	0.6	510.0	390.0	55694.0	308.0	7497.0	494.0	76.0	63.0	37.0	33.0	35.0	738.0	64627.0	65137.0	58022	2016	LINESTRING (379161 393419, 379350 393960)	53.44056538	-2.312559388	Trafford	Estimated	Estimated using previous year's AADF on this link
PA	0.7	262.0	60.0	10150.0	545.0	1947.0	223.0	96.0	112.0	4.0	11.0	10.0	456.0	13157.0	13419.0	58028	2016	LINESTRING (381170 399430, 380510 399520)	53.49198556	-2.292454346	Salford	Estimated	Estimated using previous year's AADF on this link
PA	2.9	140.0	115.0	18426.0	365.0	3868.0	234.0	64.0	23.0	22.0	8.0	14.0	366.0	23140.0	23280.0	58034	2016	LINESTRING (388513 390267, 385790 390540)	53.41072435	-2.181987822	Stockport	Estimated	Estimated using previous year's AADF on this link
PA	0.5	39.0	66.0	11818.0	71.0	2564.0	192.0	52.0	38.0	20.0	27.0	41.0	370.0	14888.0	14927.0	58048	2016	LINESTRING (371824 409821, 372265 409910)	53.58501645	-2.424060909	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	3.3	107.0	62.0	9840.0	247.0	1225.0	121.0	28.0	53.0	15.0	30.0	12.0	258.0	11633.0	11740.0	58145	2016	LINESTRING (380920 411180, 380360 414440)	53.62203557	-2.297102783	Bury	Counted	Manual count
PA	3.0	134.0	80.0	11514.0	241.0	1500.0	137.0	33.0	18.0	16.0	30.0	39.0	272.0	13607.0	13741.0	58146	2016	LINESTRING (364620 398630, 362393 396914)	53.47706529	-2.543881954	Wigan	Counted	Manual count
PA	0.4	700.0	110.0	15857.0	60.0	1622.0	133.0	28.0	28.0	5.0	16.0	21.0	231.0	17879.0	18579.0	58251	2016	LINESTRING (381811 396214, 381432 396057)	53.46131953	-2.280103837	Trafford	Estimated	Estimated using previous year's AADF on this link
PA	0.4	53.0	82.0	10208.0	51.0	2403.0	272.0	55.0	121.0	10.0	21.0	31.0	510.0	13255.0	13308.0	58253	2016	LINESTRING (394932 395122, 394610 395250)	53.4542228	-2.081731045	Tameside	Estimated	Estimated using previous year's AADF on this link
PA	1.4	46.0	72.0	15460.0	110.0	2428.0	145.0	33.0	20.0	6.0	8.0	16.0	229.0	18299.0	18345.0	58254	2016	LINESTRING (390210 391090, 389200 390520)	53.4119211	-2.162435769	Stockport	Estimated	Estimated using previous year's AADF on this link
PA	3.5	118.0	80.0	7334.0	134.0	968.0	98.0	17.0	7.0	13.0	19.0	11.0	166.0	8681.0	8799.0	58255	2016	LINESTRING (395120 394950, 398460 395350)	53.45174175	-2.067782533	Tameside	Counted	Manual count
PA	0.5	58.0	133.0	17926.0	48.0	2178.0	329.0	38.0	61.0	19.0	36.0	23.0	505.0	20790.0	20848.0	58256	2016	LINESTRING (358450 405410, 358514 405787)	53.54628813	-2.627774273	Wigan	Counted	Manual count
PA	0.2	89.0	133.0	20643.0	270.0	3009.0	202.0	18.0	24.0	34.0	20.0	27.0	325.0	24380.0	24469.0	58340	2016	LINESTRING (378390 407215, 378345 407380)	53.56202921	-2.328204797	Bury	Estimated	Estimated using previous year's AADF on this link
PA	0.3	4.0	148.0	19966.0	100.0	5445.0	567.0	224.0	228.0	82.0	106.0	159.0	1365.0	27024.0	27028.0	58353	2016	LINESTRING (392030 392160, 391896 391925)	53.4254509	-2.123210194	Stockport	Estimated	Estimated using previous year's AADF on this link
PA	1.7	92.0	33.0	7500.0	211.0	1558.0	106.0	15.0	12.0	24.0	33.0	40.0	230.0	9532.0	9624.0	60013	2016	LINESTRING (360310 397090, 360600 398700)	53.47949649	-2.593939038	Wigan	Estimated	Estimated using previous year's AADF on this link
PA	1.3	18.0	194.0	20060.0	55.0	3474.0	335.0	68.0	76.0	51.0	113.0	92.0	735.0	24519.0	24537.0	60014	2016	LINESTRING (364620 398630, 364490 397355)	53.47752517	-2.535600798	Wigan	Estimated	Estimated using previous year's AADF on this link
PA	0.7	79.0	44.0	8441.0	174.0	2057.0	191.0	25.0	20.0	9.0	9.0	13.0	267.0	10983.0	11062.0	60027	2016	LINESTRING (394480 395120, 394960 394710)	53.45173382	-2.080521609	Tameside	Estimated	Estimated using previous year's AADF on this link
PA	0.3	39.0	86.0	11029.0	34.0	1860.0	112.0	34.0	12.0	15.0	8.0	12.0	193.0	13203.0	13242.0	60028	2016	LINESTRING (395120 394950, 394960 394710)	53.45038919	-2.074947764	Tameside	Estimated	Estimated using previous year's AADF on this link
PA	0.7	17.0	47.0	11712.0	152.0	1904.0	131.0	25.0	11.0	8.0	9.0	6.0	188.0	14004.0	14021.0	60048	2016	LINESTRING (398552 404566, 399230 404730)	53.53813859	-2.016559173	Oldham	Estimated	Estimated using previous year's AADF on this link
PA	0.4	281.0	149.0	17131.0	618.0	2249.0	178.0	31.0	30.0	11.0	15.0	20.0	285.0	20432.0	20713.0	60078	2016	LINESTRING (386821 395540, 386612 395838)	53.45734423	-2.201012416	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.4	38.0	41.0	7534.0	978.0	955.0	62.0	12.0	0.0	1.0	1.0	1.0	77.0	9584.0	9622.0	70024	2016	LINESTRING (371900 409020, 371510 408910)	53.57628959	-2.428866691	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	3.3	7.0	206.0	43403.0	51.0	5773.0	553.0	131.0	133.0	37.0	45.0	327.0	1225.0	50658.0	50665.0	70043	2016	LINESTRING (385570 387040, 386779 384344)	53.36690458	-2.209602781	Stockport	Estimated	Estimated using previous year's AADF on this link
TM	0.3	0.0	228.0	32702.0	117.0	6030.0	742.0	127.0	161.0	66.0	275.0	193.0	1563.0	40639.0	40639.0	70149	2016	LINESTRING (374495 405276, 374560 405600)	53.54461783	-2.385687623	Bolton	Estimated	Estimated from nearby links
PA	1.0	5.0	108.0	19243.0	30.0	3678.0	543.0	137.0	134.0	47.0	82.0	128.0	1072.0	24132.0	24137.0	70150	2016	LINESTRING (390960 391490, 391896 391925)	53.42067881	-2.130870369	Stockport	Counted	Manual count
PA	0.2	174.0	90.0	11618.0	1138.0	1610.0	107.0	21.0	20.0	2.0	2.0	0.0	152.0	14608.0	14782.0	70151	2016	LINESTRING (383012 398542, 383170 398561)	53.48339512	-2.25613852	Salford	Estimated	Estimated using previous year's AADF on this link
PA	0.3	143.0	19.0	2569.0	1142.0	394.0	44.0	11.0	7.0	3.0	1.0	0.0	67.0	4191.0	4334.0	70153	2016	LINESTRING (384240 398530, 384530 398390)	53.48280635	-2.236545189	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.2	66.0	20.0	2473.0	758.0	563.0	68.0	9.0	2.0	4.0	0.0	0.0	83.0	3898.0	3964.0	70154	2016	LINESTRING (384520 398250, 384530 398390)	53.4813703	-2.235482394	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.3	66.0	20.0	2473.0	758.0	563.0	68.0	9.0	2.0	4.0	0.0	0.0	83.0	3898.0	3964.0	70155	2016	LINESTRING (384530 398390, 384730 398630)	53.48299264	-2.233231019	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.1	207.0	267.0	28945.0	810.0	4935.0	382.0	66.0	53.0	28.0	37.0	115.0	682.0	35640.0	35847.0	70156	2016	LINESTRING (384796 398558, 384730 398630)	53.48389529	-2.231276947	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.5	85.0	15.0	2160.0	556.0	245.0	14.0	12.0	0.0	0.0	1.0	0.0	27.0	3003.0	3088.0	70157	2016	LINESTRING (384430 398170, 384710 397860)	53.47885593	-2.234263044	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.4	157.0	31.0	8779.0	1855.0	1595.0	83.0	25.0	3.0	0.0	1.0	2.0	114.0	12373.0	12530.0	70158	2016	LINESTRING (384520 398250, 384710 397860)	53.47796063	-2.232450026	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.3	193.0	172.0	24361.0	141.0	3693.0	294.0	66.0	86.0	29.0	62.0	54.0	590.0	28956.0	29149.0	70161	2016	LINESTRING (381380 398120, 381300 397830)	53.47776145	-2.283074993	Salford	Estimated	Estimated using previous year's AADF on this link
PA	0.1	75.0	13.0	3413.0	236.0	496.0	49.0	11.0	0.0	2.0	1.0	0.0	63.0	4221.0	4296.0	70163	2016	LINESTRING (384601 398328, 384530 398390)	53.4817325	-2.23412822	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.2	21.0	9.0	2386.0	364.0	326.0	42.0	1.0	6.0	1.0	0.0	1.0	51.0	3136.0	3157.0	70164	2016	LINESTRING (383545 398707, 383650 398590)	53.48395129	-2.248155054	Salford	Estimated	Estimated using previous year's AADF on this link
PM	0.2	0.0	316.0	39812.0	166.0	6150.0	772.0	129.0	284.0	72.0	216.0	169.0	1642.0	48087.0	48087.0	70165	2016	LINESTRING (382980 397298, 382866 397420)	53.47269314	-2.258785798	Manchester	Estimated	Estimated from nearby links
TM	1.3	0.0	451.0	141088.0	345.0	25643.0	2599.0	714.0	961.0	323.0	1079.0	3392.0	9068.0	176596.0	176596.0	70270	2016	LINESTRING (386020 389430, 385051 389135)	53.4006008	-2.215784539	Stockport	Counted	Manual count
TM	0.3	0.0	285.0	79755.0	533.0	8638.0	795.0	219.0	174.0	53.0	203.0	902.0	2346.0	91557.0	91557.0	70271	2016	LINESTRING (382250 389450, 382228 389189)	53.40022373	-2.268677849	Manchester	Estimated	Estimated from nearby links
PM	0.3	0.0	182.0	26626.0	43.0	4496.0	450.0	80.0	151.0	25.0	108.0	216.0	1030.0	32378.0	32378.0	70272	2016	LINESTRING (384846 397487, 385130 397450)	53.47383556	-2.227455718	Manchester	Estimated	Estimated from nearby links
PA	0.5	33.0	228.0	33283.0	54.0	5620.0	562.0	100.0	188.0	31.0	135.0	270.0	1287.0	40472.0	40505.0	70273	2016	LINESTRING (385130 397450, 385530 397650)	53.47357415	-2.223085241	Manchester	Counted	Manual count
PA	0.3	71.0	54.0	12629.0	48.0	1559.0	118.0	17.0	10.0	14.0	14.0	6.0	178.0	14468.0	14539.0	70275	2016	LINESTRING (388980 390360, 389200 390520)	53.41047776	-2.166191128	Stockport	Estimated	Estimated using previous year's AADF on this link
PA	0.3	74.0	39.0	5562.0	1253.0	681.0	70.0	13.0	3.0	0.0	1.0	0.0	87.0	7623.0	7697.0	70316	2016	LINESTRING (371319 409196, 371601.3884 409306.6515)	53.57887978	-2.433423908	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	0.4	73.0	172.0	29315.0	291.0	5833.0	443.0	125.0	86.0	19.0	25.0	105.0	803.0	36414.0	36487.0	70317	2016	LINESTRING (372310 408880, 372001 408785)	53.5752384	-2.421154032	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	0.3	160.0	143.0	18862.0	433.0	2939.0	360.0	61.0	53.0	22.0	23.0	25.0	543.0	22920.0	23080.0	70318	2016	LINESTRING (373910 402960, 373670 403080)	53.52327939	-2.396655418	Salford	Estimated	Estimated using previous year's AADF on this link
PA	0.5	43.0	36.0	7635.0	81.0	1518.0	146.0	32.0	29.0	6.0	14.0	13.0	239.0	9509.0	9552.0	70319	2016	LINESTRING (373800 402590, 373670 403080)	53.5207602	-2.397386001	Salford	Estimated	Estimated using previous year's AADF on this link
PA	0.4	37.0	33.0	7387.0	67.0	1455.0	210.0	26.0	37.0	8.0	7.0	18.0	306.0	9249.0	9286.0	70320	2016	LINESTRING (373910 402960, 373800 402590)	53.52148426	-2.395884496	Salford	Estimated	Estimated using previous year's AADF on this link
TM	0.2	0.0	104.0	20210.0	120.0	3694.0	447.0	97.0	77.0	68.0	312.0	222.0	1223.0	25351.0	25351.0	70324	2016	LINESTRING (390780 406450, 390817 406681)	53.55558456	-2.140193101	Oldham	Estimated	Estimated from nearby links
PA	0.5	15.0	11.0	5115.0	108.0	947.0	49.0	9.0	3.0	2.0	6.0	1.0	71.0	6252.0	6267.0	70325	2016	LINESTRING (391722 405693, 392160 405430)	53.54625647	-2.12220326	Oldham	Estimated	Estimated using previous year's AADF on this link
PA	0.6	81.0	26.0	5931.0	258.0	801.0	85.0	5.0	2.0	3.0	4.0	3.0	103.0	7119.0	7200.0	70326	2016	LINESTRING (392131 406042, 392160 405430)	53.54787651	-2.120095038	Oldham	Estimated	Estimated using previous year's AADF on this link
PA	0.4	96.0	46.0	10618.0	1231.0	1668.0	108.0	11.0	11.0	3.0	2.0	3.0	138.0	13702.0	13798.0	70327	2016	LINESTRING (392230 405046, 392370 404770)	53.54140658	-2.118416804	Oldham	Estimated	Estimated using previous year's AADF on this link
PA	1.1	37.0	66.0	9002.0	125.0	1787.0	184.0	56.0	35.0	9.0	19.0	31.0	333.0	11313.0	11350.0	73062	2016	LINESTRING (371304 414156, 370840 415070)	53.628022	-2.43997594	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	1.8	73.0	61.0	9412.0	242.0	1524.0	246.0	32.0	22.0	9.0	13.0	19.0	340.0	11578.0	11651.0	73080	2016	LINESTRING (368800 403990, 369014 405796)	53.53981471	-2.471804309	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	1.0	87.0	154.0	10436.0	55.0	2461.0	411.0	88.0	190.0	47.0	91.0	72.0	898.0	14004.0	14091.0	73081	2016	LINESTRING (370820 404560, 370210 405250)	53.54125408	-2.44812916	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	1.2	82.0	56.0	7938.0	56.0	1817.0	165.0	35.0	20.0	32.0	23.0	15.0	291.0	10157.0	10239.0	73082	2016	LINESTRING (372000 403910, 372910 404730)	53.53552273	-2.417440255	Salford	Estimated	Estimated using previous year's AADF on this link
PA	0.5	122.0	121.0	12723.0	158.0	2302.0	191.0	31.0	21.0	11.0	28.0	27.0	310.0	15613.0	15735.0	73083	2016	LINESTRING (373610 405250, 373580 404730)	53.54094829	-2.400049883	Bolton	Counted	Dependent on a neighbouring counted link
TM	2.3	0.0	99.0	21108.0	91.0	4167.0	711.0	130.0	149.0	128.0	610.0	1171.0	2900.0	28365.0	28365.0	73084	2016	LINESTRING (375571 401867, 375690 403650)	53.52310977	-2.365280322	Salford	Estimated	Estimated from nearby links
TM	1.2	0.0	406.0	86339.0	373.0	17042.0	2909.0	533.0	609.0	524.0	2497.0	4790.0	11861.0	116022.0	116022.0	73085	2016	LINESTRING (376179 403101, 375690 403650)	53.52680274	-2.362747715	Salford	Estimated	Estimated from nearby links
PA	2.3	91.0	140.0	12426.0	238.0	2142.0	255.0	45.0	39.0	12.0	47.0	33.0	431.0	15377.0	15468.0	73086	2016	LINESTRING (374770 405110, 376710 403860)	53.53854894	-2.372052413	Bolton	Counted	Manual count
PA	2.2	61.0	52.0	13063.0	238.0	2330.0	184.0	35.0	17.0	10.0	4.0	9.0	258.0	15941.0	16002.0	73087	2016	LINESTRING (374770 405110, 376700 405790)	53.54602266	-2.367741445	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	0.4	64.0	97.0	13244.0	210.0	1964.0	159.0	29.0	5.0	9.0	21.0	17.0	239.0	15754.0	15818.0	73088	2016	LINESTRING (376830 407580, 376410 407460)	53.56393171	-2.35444462	Bury	Counted	Dependent on a neighbouring counted link
PA	0.5	114.0	106.0	14430.0	173.0	2144.0	241.0	50.0	47.0	14.0	53.0	48.0	453.0	17305.0	17419.0	73089	2016	LINESTRING (375742 409075, 375290 409220)	53.57835194	-2.371254202	Bury	Counted	Dependent on a neighbouring counted link
PA	3.1	189.0	137.0	16998.0	308.0	2732.0	242.0	52.0	242.0	14.0	52.0	61.0	664.0	20839.0	21028.0	73090	2016	LINESTRING (365490 409860, 363270 412040)	53.58988279	-2.535208333	Bolton	Estimated	Estimated using previous year's AADF on this link
TM	2.9	0.0	152.0	58332.0	245.0	12270.0	1604.0	385.0	339.0	302.0	1015.0	2497.0	6141.0	77141.0	77141.0	73091	2016	LINESTRING (363964 408779, 362380 411140)	53.58493002	-2.556897685	Bolton	Counted	Dependent on a neighbouring counted link
PA	5.6	37.0	57.0	6938.0	23.0	1756.0	302.0	42.0	30.0	24.0	17.0	12.0	426.0	9201.0	9238.0	73092	2016	LINESTRING (363670 408500, 360210 412630)	53.59043263	-2.571775414	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	1.5	32.0	88.0	14170.0	208.0	2391.0	294.0	24.0	30.0	12.0	48.0	55.0	464.0	17321.0	17353.0	73093	2016	LINESTRING (361740 404430, 362950 405130)	53.53702666	-2.574827421	Wigan	Estimated	Estimated using previous year's AADF on this link
PA	1.6	80.0	72.0	11607.0	60.0	2079.0	209.0	62.0	113.0	11.0	41.0	27.0	463.0	14282.0	14362.0	73192	2016	LINESTRING (380690 402030, 381795 403023)	53.51964297	-2.285013384	Bury	Counted	Automatic counter
PA	1.9	240.0	106.0	17136.0	255.0	2343.0	177.0	21.0	11.0	8.0	17.0	26.0	260.0	20101.0	20341.0	73193	2016	LINESTRING (382100 402340, 382986 400625)	53.50989657	-2.262782272	Salford	Estimated	Estimated using previous year's AADF on this link
PA	0.6	171.0	70.0	14169.0	351.0	1576.0	63.0	14.0	11.0	5.0	3.0	1.0	97.0	16264.0	16435.0	73194	2016	LINESTRING (383563 402143, 383010 402410)	53.51710741	-2.253476565	Salford	Estimated	Estimated using previous year's AADF on this link
TM	1.8	0.0	213.0	82646.0	188.0	20894.0	3887.0	627.0	650.0	775.0	2588.0	9317.0	17844.0	121785.0	121785.0	73195	2016	LINESTRING (382819 405920, 384020 407240)	53.55936988	-2.245275476	Bury	Estimated	Estimated using previous year's AADF on this link
TM	0.1	0.0	252.0	74428.0	306.0	13876.0	2634.0	318.0	738.0	251.0	655.0	2083.0	6679.0	95542.0	95542.0	73196	2016	LINESTRING (382120 409159, 382118 409270)	53.57921326	-2.271534305	Bury	Estimated	Estimated using previous year's AADF on this link
TM	0.1	0.0	252.0	74428.0	306.0	13876.0	2634.0	318.0	738.0	251.0	655.0	2083.0	6679.0	95542.0	95542.0	73197	2016	LINESTRING (382095 410574, 382070 410460)	53.59092358	-2.272168422	Bury	Estimated	Estimated using previous year's AADF on this link
PA	0.2	71.0	100.0	15606.0	311.0	2811.0	274.0	58.0	88.0	33.0	19.0	18.0	489.0	19318.0	19389.0	73198	2016	LINESTRING (382095 410574, 382230 410550)	53.59133079	-2.270962429	Bury	Estimated	Estimated using previous year's AADF on this link
TM	0.8	0.0	410.0	115336.0	241.0	28336.0	4079.0	1068.0	1143.0	858.0	2165.0	11104.0	20417.0	164741.0	164741.0	73201	2016	LINESTRING (378440 403580, 377740 403340)	53.52734161	-2.331979115	Salford	Estimated	Estimated using previous year's AADF on this link
PA	2.7	56.0	43.0	6110.0	65.0	1214.0	159.0	18.0	11.0	11.0	27.0	14.0	241.0	7674.0	7730.0	73221	2016	LINESTRING (394160 417050, 394520 419600)	53.65846303	-2.083791343	Rochdale	Counted	Manual count
PA	4.6	17.0	37.0	2846.0	17.0	565.0	67.0	10.0	3.0	1.0	2.0	1.0	85.0	3550.0	3567.0	73222	2016	LINESTRING (394350 416580, 397740 418100)	53.65154993	-2.071825583	Rochdale	Estimated	Estimated using previous year's AADF on this link
PA	0.3	89.0	71.0	11611.0	90.0	2442.0	323.0	152.0	71.0	10.0	37.0	68.0	662.0	14876.0	14965.0	73263	2016	LINESTRING (392540 385650, 392480 385310)	53.36603665	-2.113991615	Stockport	Estimated	Estimated using previous year's AADF on this link
PA	0.8	2.0	68.0	19789.0	34.0	2411.0	330.0	113.0	59.0	18.0	76.0	112.0	708.0	23010.0	23012.0	73265	2016	LINESTRING (387010 384220, 387740 383900)	53.35327291	-2.191132245	East Cheshire	Estimated	Estimated using previous year's AADF on this link
PA	0.3	2.0	68.0	19789.0	34.0	2411.0	330.0	113.0	59.0	18.0	76.0	112.0	708.0	23010.0	23012.0	73266	2016	LINESTRING (386779 384344, 387010 384220)	53.35525656	-2.198367686	Stockport	Estimated	Estimated using previous year's AADF on this link
PA	2.0	64.0	135.0	25000.0	101.0	3631.0	345.0	67.0	57.0	14.0	66.0	56.0	605.0	29472.0	29536.0	73268	2016	LINESTRING (380550 385020, 381040 383190)	53.35846564	-2.290396713	Manchester	Estimated	Estimated using previous year's AADF on this link
TM	1.4	0.0	200.0	87120.0	297.0	15407.0	1859.0	400.0	451.0	323.0	1076.0	3337.0	7446.0	110470.0	110470.0	73269	2016	LINESTRING (380390 385140, 379190 384530)	53.35906611	-2.301970352	Manchester	Counted	Manual count
TA	1.1	35.0	107.0	9387.0	83.0	2731.0	483.0	86.0	43.0	121.0	434.0	387.0	1555.0	13863.0	13898.0	73379	2016	LINESTRING (400348 396001, 401090 396710)	53.46371541	-1.990170782	Tameside	Estimated	Estimated using previous year's AADF on this link
PA	0.7	77.0	163.0	14754.0	44.0	2957.0	437.0	50.0	51.0	80.0	91.0	47.0	756.0	18673.0	18750.0	73381	2016	LINESTRING (400348 396001, 400940 395790)	53.45985061	-1.993936874	Tameside	Estimated	Estimated using previous year's AADF on this link
PA	4.5	61.0	93.0	10695.0	125.0	1445.0	97.0	13.0	17.0	2.0	6.0	5.0	139.0	12498.0	12559.0	73382	2016	LINESTRING (393800 388760, 397400 390200)	53.40393073	-2.052153686	Stockport	Counted	Manual count
PA	2.0	6.0	21.0	3205.0	5.0	719.0	75.0	7.0	9.0	15.0	9.0	9.0	124.0	4075.0	4081.0	73666	2016	LINESTRING (400610 409360, 402060 409610)	53.58388954	-1.986367431	Oldham	Estimated	Estimated using previous year's AADF on this link
