RoadClass	RoadLengthKm	AADFPedalCycles	AADFTwoWheeledMotorVehicles	AADFCarsAndTaxis	AADFBusesAndCoaches	AADFLGVs	AADFTwoRigidAxleHGVs	AADFThreeRigidAxleHGVs	AADFFourOrMoreRigidAxleHGVs	AADFThreeOrFourArticulatedAxleHGVs	AADFFiveArticulatedAxleHGVs	AADFSixArticulatedAxleHGVs	AADFAllHGVs	AADFAllMotorVehicles	AADF	RoadID	Year	geometry	SRefLatitude	SRefLongitude	LocalAuthority	EstimationMethod	EstimationMethodDetailed
discrete	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	string	discrete	string	continuous	continuous	discrete	discrete	discrete
																meta	meta	meta	meta	meta	meta	meta	meta
PA	2.4	104.0	163.0	29324.0	722.0	2573.0	664.0	244.0	256.0	175.0	294.0	294.0	1927.0	34709.0	34813.0	3000	2005	LINESTRING (391650 387500, 389935 389086)	53.38574162	-2.12965042	Stockport	Counted	Manual count
TM	1.5	0.0	111.0	17939.0	68.0	3823.0	946.0	179.0	191.0	340.0	476.0	525.0	2657.0	24598.0	24598.0	6029	2005	LINESTRING (356162 401082, 356827 402040)	53.51288971	-2.654047289	Wigan	Estimated	Estimated using previous year's AADF on this link
TM	1.0	0.0	228.0	75389.0	264.0	10371.0	2570.0	563.0	496.0	621.0	1826.0	1414.0	7490.0	93742.0	93742.0	6046	2005	LINESTRING (382995 388868, 383960 389020)	53.39596279	-2.248093531	Manchester	Counted	Manual count
TM	1.0	0.0	341.0	109707.0	658.0	13968.0	3150.0	526.0	548.0	891.0	2118.0	1960.0	9193.0	133867.0	133867.0	6047	2005	LINESTRING (380976 386462, 381584 387212)	53.38086632	-2.278673113	Manchester	Estimated	Estimated using previous year's AADF on this link
TM	2.2	0.0	314.0	114625.0	576.0	22098.0	5992.0	740.0	754.0	2015.0	5804.0	4730.0	20035.0	157648.0	157648.0	6053	2005	LINESTRING (380927 404716, 382819 405920)	53.54484031	-2.276128119	Bury	Estimated	Estimated using previous year's AADF on this link
TM	1.3	0.0	496.0	111265.0	626.0	18746.0	3826.0	573.0	1472.0	750.0	2402.0	1770.0	10793.0	141926.0	141926.0	6058	2005	LINESTRING (375105 399054, 375273 397811)	53.48262877	-2.375902521	Salford	Estimated	Estimated using previous year's AADF on this link
TM	1.6	0.0	358.0	93892.0	158.0	14044.0	2685.0	606.0	831.0	557.0	1782.0	1984.0	8445.0	116897.0	116897.0	6059	2005	LINESTRING (380570 392250, 381450 390980)	53.42174547	-2.290376671	Trafford	Estimated	Estimated using previous year's AADF on this link
TM	2.0	0.0	259.0	81172.0	139.0	15496.0	3291.0	420.0	1002.0	728.0	1268.0	1376.0	8085.0	105151.0	105151.0	6061	2005	LINESTRING (382819 405920, 384343 404845)	53.54765815	-2.258035962	Bury	Estimated	Estimated using previous year's AADF on this link
PM	0.4	0.0	430.0	58543.0	280.0	9818.0	2058.0	313.0	651.0	226.0	465.0	423.0	4136.0	73207.0	73207.0	6069	2005	LINESTRING (384480 397280, 384846 397487)	53.47310691	-2.232423473	Manchester	Estimated	Estimated using previous year's AADF on this link
TM	1.6	0.0	101.0	25332.0	82.0	5370.0	1245.0	166.0	198.0	345.0	448.0	380.0	2782.0	33667.0	33667.0	6073	2005	LINESTRING (389629 410036, 389104 411535)	53.59172478	-2.162823481	Rochdale	Estimated	Estimated using previous year's AADF on this link
PA	1.3	120.0	91.0	12106.0	289.0	2500.0	540.0	50.0	74.0	27.0	72.0	31.0	794.0	15780.0	15900.0	6160	2005	LINESTRING (372000 403910, 370820 404560)	53.53189548	-2.426471584	Salford	Estimated	Estimated using previous year's AADF on this link
PA	0.9	184.0	436.0	42831.0	728.0	5083.0	984.0	159.0	220.0	55.0	209.0	162.0	1789.0	50867.0	51051.0	6161	2005	LINESTRING (381780 398800, 381170 399430)	53.487299	-2.278918761	Salford	Estimated	Estimated using previous year's AADF on this link
PA	1.6	111.0	172.0	21629.0	1256.0	3095.0	444.0	65.0	165.0	34.0	180.0	166.0	1054.0	27206.0	27317.0	6163	2005	LINESTRING (389935 389086, 389170 390450)	53.4074299	-2.160162275	Stockport	Estimated	Estimated using previous year's AADF on this link
PA	3.0	96.0	127.0	13862.0	317.0	2547.0	343.0	72.0	36.0	103.0	211.0	103.0	868.0	17721.0	17817.0	6511	2005	LINESTRING (356827 402040, 356908 404908)	53.53086197	-2.654927743	Wigan	Counted	Manual count
PA	1.4	103.0	114.0	15480.0	224.0	1528.0	289.0	72.0	31.0	10.0	51.0	17.0	470.0	17816.0	17919.0	6553	2005	LINESTRING (383792 399093, 383160 400300)	53.49643559	-2.252750184	Manchester	Counted	Manual count
PA	0.5	62.0	34.0	6239.0	522.0	924.0	155.0	15.0	29.0	7.0	9.0	8.0	223.0	7942.0	8004.0	6554	2005	LINESTRING (381280 396340, 381811 396214)	53.46312073	-2.278609493	Trafford	Estimated	Estimated using previous year's AADF on this link
PA	0.9	129.0	58.0	6980.0	100.0	1414.0	177.0	28.0	35.0	12.0	34.0	29.0	315.0	8867.0	8996.0	6562	2005	LINESTRING (380520 398250, 381380 398120)	53.47959351	-2.287502104	Salford	Counted	Manual count
PA	0.7	29.0	261.0	24577.0	262.0	4578.0	854.0	125.0	114.0	98.0	182.0	212.0	1585.0	31263.0	31292.0	6571	2005	LINESTRING (367100 406160, 367613 406679)	53.55433057	-2.491981272	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	2.0	66.0	98.0	9601.0	70.0	1330.0	262.0	37.0	21.0	17.0	14.0	8.0	359.0	11458.0	11524.0	6572	2005	LINESTRING (372897 411234, 373660 409410)	53.58590723	-2.402997259	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	0.5	67.0	98.0	10083.0	180.0	2189.0	369.0	60.0	97.0	28.0	23.0	49.0	626.0	13176.0	13243.0	6574	2005	LINESTRING (385573 410790, 386048 410736)	53.59343813	-2.216011578	Rochdale	Estimated	Estimated using previous year's AADF on this link
PA	0.4	29.0	154.0	26061.0	169.0	3712.0	767.0	67.0	91.0	56.0	82.0	56.0	1119.0	31215.0	31244.0	6575	2005	LINESTRING (389250 412780, 389318 413128)	53.61343963	-2.16340596	Rochdale	Estimated	Estimated using previous year's AADF on this link
PA	1.0	35.0	217.0	25405.0	381.0	3832.0	897.0	82.0	254.0	113.0	251.0	365.0	1962.0	31797.0	31832.0	6605	2005	LINESTRING (393352 405125, 394180 405630)	53.54599547	-2.092623238	Oldham	Estimated	Estimated using previous year's AADF on this link
PA	2.0	37.0	148.0	23830.0	565.0	3677.0	680.0	76.0	127.0	93.0	147.0	68.0	1191.0	29411.0	29448.0	6606	2005	LINESTRING (390570 402600, 391450 404390)	53.53258293	-2.132724495	Oldham	Counted	Manual count
PA	2.6	24.0	45.0	17458.0	157.0	1825.0	342.0	53.0	31.0	14.0	4.0	7.0	451.0	19936.0	19960.0	7256	2005	LINESTRING (378430 386640, 380390 385140)	53.36519789	-2.301367558	Trafford	Counted	Manual count
PA	1.3	70.0	69.0	7428.0	106.0	1035.0	205.0	55.0	19.0	10.0	17.0	20.0	326.0	8964.0	9034.0	7270	2005	LINESTRING (383840 388630, 385030 388370)	53.39458273	-2.241679359	Stockport	Estimated	Estimated using previous year's AADF on this link
PA	1.6	51.0	63.0	9457.0	211.0	1415.0	253.0	22.0	35.0	16.0	18.0	16.0	360.0	11506.0	11557.0	7272	2005	LINESTRING (393223 391978, 394440 392970)	53.43015329	-2.091768484	Stockport	Estimated	Estimated using previous year's AADF on this link
PA	1.9	48.0	75.0	4567.0	63.0	672.0	99.0	11.0	8.0	8.0	10.0	3.0	139.0	5516.0	5564.0	7287	2005	LINESTRING (360360 395850, 362100 396550)	53.46150787	-2.588988584	Wigan	Estimated	Estimated using previous year's AADF on this link
PA	1.5	43.0	141.0	17076.0	258.0	2173.0	371.0	76.0	196.0	32.0	106.0	80.0	861.0	20509.0	20552.0	7288	2005	LINESTRING (373000 400740, 374460 400690)	53.5034255	-2.393454651	Salford	Estimated	Estimated using previous year's AADF on this link
PA	0.4	51.0	195.0	19961.0	470.0	3283.0	435.0	55.0	68.0	40.0	88.0	39.0	725.0	24634.0	24685.0	7289	2005	LINESTRING (360460 402415, 360404 402788)	53.51992181	-2.5985768	Wigan	Estimated	Estimated using previous year's AADF on this link
PA	0.9	63.0	173.0	17395.0	361.0	2741.0	432.0	28.0	13.0	13.0	19.0	24.0	529.0	21199.0	21262.0	7291	2005	LINESTRING (373610 405250, 373390 406090)	53.54995308	-2.403198729	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	0.8	75.0	97.0	19378.0	417.0	1610.0	431.0	76.0	101.0	21.0	25.0	48.0	702.0	22204.0	22279.0	7292	2005	LINESTRING (378160 398880, 378780 399210)	53.4890687	-2.325500707	Salford	Counted	Manual count
PA	0.3	55.0	184.0	20132.0	355.0	2848.0	398.0	52.0	375.0	83.0	106.0	65.0	1079.0	24598.0	24653.0	7293	2005	LINESTRING (384343 404845, 384575 405068)	53.54141312	-2.235363145	Bury	Estimated	Estimated using previous year's AADF on this link
PA	1.0	41.0	79.0	11265.0	478.0	2565.0	458.0	41.0	63.0	53.0	37.0	50.0	702.0	15089.0	15130.0	7294	2005	LINESTRING (356040 404630, 356980 405040)	53.53670027	-2.663844613	Wigan	Estimated	Estimated using previous year's AADF on this link
PA	1.5	43.0	112.0	11194.0	222.0	1733.0	273.0	35.0	72.0	12.0	53.0	52.0	497.0	13758.0	13801.0	7296	2005	LINESTRING (371060 402010, 371990 401130)	53.50940208	-2.43266908	Wigan	Counted	Manual count
PA	5.3	28.0	144.0	25527.0	78.0	4374.0	1103.0	228.0	336.0	172.0	533.0	464.0	2836.0	32959.0	32987.0	7300	2005	LINESTRING (366894 398300, 371490 400950)	53.4972975	-2.453694999	Wigan	Counted	Manual count
PA	2.0	26.0	233.0	44866.0	228.0	5270.0	851.0	121.0	229.0	44.0	121.0	84.0	1450.0	52047.0	52073.0	7301	2005	LINESTRING (375571 401867, 377290 400960)	53.51156545	-2.363371456	Salford	Counted	Manual count
PA	2.1	44.0	104.0	14240.0	140.0	2461.0	453.0	55.0	68.0	37.0	123.0	74.0	810.0	17755.0	17799.0	7391	2005	LINESTRING (394223 398971, 396225 398760)	53.48656652	-2.076820186	Tameside	Counted	Manual count
PA	1.7	62.0	83.0	15714.0	155.0	2554.0	360.0	33.0	33.0	43.0	95.0	46.0	610.0	19116.0	19178.0	7425	2005	LINESTRING (391517 413300, 390800 414710)	53.62246557	-2.133006862	Rochdale	Counted	Manual count
PA	1.5	145.0	158.0	15975.0	209.0	2349.0	466.0	26.0	16.0	19.0	29.0	6.0	562.0	19253.0	19398.0	7426	2005	LINESTRING (387600 407230, 388516 408385)	53.56577425	-2.182397005	Rochdale	Estimated	Estimated using previous year's AADF on this link
PA	1.2	215.0	134.0	18563.0	783.0	1885.0	233.0	50.0	40.0	25.0	40.0	48.0	436.0	21801.0	22016.0	7428	2005	LINESTRING (384044 399195, 384424 400397)	53.49646597	-2.237962864	Manchester	Counted	Manual count
PA	1.8	0.0	276.0	49091.0	226.0	6632.0	1191.0	178.0	157.0	115.0	334.0	188.0	2163.0	58388.0	58388.0	7431	2005	LINESTRING (373120 407300, 372310 408880)	53.56789664	-2.412927384	Bolton	Counted	Manual count
PA	0.3	155.0	392.0	27527.0	401.0	4962.0	945.0	161.0	71.0	56.0	52.0	53.0	1338.0	34620.0	34775.0	7432	2005	LINESTRING (374770 405110, 374495 405276)	53.54213791	-2.382616849	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	1.8	28.0	60.0	10475.0	250.0	1145.0	176.0	19.0	10.0	27.0	28.0	16.0	276.0	12206.0	12234.0	7433	2005	LINESTRING (388720 406090, 390431 405508)	53.5475694	-2.15285896	Oldham	Counted	Manual count
PA	1.2	72.0	61.0	3361.0	130.0	621.0	78.0	14.0	11.0	3.0	6.0	4.0	116.0	4289.0	4361.0	7434	2005	LINESTRING (400169 403977, 399230 404650)	53.53265688	-1.99934306	Oldham	Counted	Manual count
PA	1.4	76.0	128.0	11310.0	201.0	1396.0	201.0	13.0	3.0	9.0	18.0	5.0	249.0	13284.0	13360.0	7435	2005	LINESTRING (399420 405130, 399550 406390)	53.54524023	-2.008714571	Oldham	Counted	Manual count
PA	2.4	20.0	41.0	6553.0	268.0	1014.0	152.0	4.0	64.0	2.0	7.0	2.0	231.0	8107.0	8127.0	7439	2005	LINESTRING (391070 409630, 390410 411944)	53.58650668	-2.138180777	Rochdale	Estimated	Estimated using previous year's AADF on this link
PA	2.5	20.0	75.0	5686.0	48.0	861.0	125.0	12.0	19.0	11.0	13.0	25.0	205.0	6875.0	6895.0	7443	2005	LINESTRING (373740 413000, 375035 414950)	53.62134934	-2.394551186	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	1.0	126.0	140.0	28333.0	152.0	3539.0	427.0	77.0	102.0	50.0	53.0	81.0	790.0	32954.0	33080.0	7691	2005	LINESTRING (381293.9311 396864.9366, 381300 397830)	53.46949197	-2.283110304	Salford	Counted	Manual count
PA	1.5	43.0	54.0	7247.0	47.0	1261.0	312.0	45.0	37.0	18.0	27.0	31.0	470.0	9079.0	9122.0	7692	2005	LINESTRING (381294 396865, 382240 397800)	53.47138595	-2.27263766	Salford	Estimated	Estimated using previous year's AADF on this link
PA	1.1	47.0	43.0	9975.0	78.0	1792.0	399.0	69.0	40.0	18.0	32.0	30.0	588.0	12476.0	12523.0	7695	2005	LINESTRING (372000 403910, 371430 402940)	53.52289064	-2.431041842	Salford	Estimated	Estimated using previous year's AADF on this link
TA	1.1	3.0	300.0	87364.0	603.0	7534.0	1479.0	259.0	426.0	481.0	639.0	916.0	4200.0	100001.0	100004.0	7701	2005	LINESTRING (382250 389450, 382390 390510)	53.4096659	-2.266826914	Manchester	Counted	Manual count
PA	2.0	68.0	42.0	11745.0	47.0	1185.0	79.0	17.0	4.0	1.0	1.0	1.0	103.0	13122.0	13190.0	7712	2005	LINESTRING (378430 386640, 378990 388470)	53.38859914	-2.317215285	Trafford	Counted	Manual count
PA	3.4	268.0	153.0	13433.0	950.0	711.0	233.0	21.0	6.0	1.0	2.0	3.0	266.0	15513.0	15781.0	7713	2005	LINESTRING (383120 392070, 385507 390452)	53.41019753	-2.227115698	Manchester	Counted	Manual count
PA	0.8	76.0	155.0	20909.0	57.0	1715.0	372.0	94.0	115.0	29.0	65.0	81.0	756.0	23592.0	23668.0	7714	2005	LINESTRING (389594 383101, 390100 383590)	53.34784658	-2.15167674	Stockport	Estimated	Estimated using previous year's AADF on this link
PA	1.5	164.0	182.0	21122.0	258.0	1303.0	111.0	17.0	18.0	6.0	7.0	4.0	163.0	23028.0	23192.0	7724	2005	LINESTRING (386572 393934, 386055 395254)	53.45157693	-2.209538089	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.9	118.0	125.0	16225.0	264.0	2671.0	494.0	78.0	65.0	18.0	56.0	62.0	773.0	20058.0	20176.0	7725	2005	LINESTRING (386100 399900, 385576 400586)	53.4965148	-2.212051077	Manchester	Counted	Manual count
PA	4.4	54.0	92.0	11349.0	155.0	1477.0	234.0	34.0	61.0	41.0	38.0	45.0	453.0	13526.0	13580.0	7727	2005	LINESTRING (396225 398760, 399190 395940)	53.46074866	-2.014721222	Tameside	Counted	Manual count
PA	1.1	13.0	81.0	20062.0	176.0	2746.0	639.0	63.0	125.0	81.0	234.0	124.0	1266.0	24331.0	24344.0	7730	2005	LINESTRING (364610 409240, 365490 409860)	53.5794683	-2.532509109	Bolton	Counted	Manual count
PA	2.0	34.0	155.0	16912.0	170.0	2710.0	489.0	161.0	67.0	54.0	224.0	276.0	1271.0	21218.0	21252.0	7760	2005	LINESTRING (374500 393020, 376260 392700)	53.43498202	-2.381126218	Trafford	Estimated	Estimated using previous year's AADF on this link
TM	1.7	0.0	192.0	35436.0	131.0	4660.0	1913.0	333.0	374.0	191.0	592.0	910.0	4313.0	44732.0	44732.0	7807	2005	LINESTRING (393298 395517, 394932 395122)	53.45362767	-2.084440464	Tameside	Counted	Manual count
PA	2.5	59.0	81.0	10110.0	395.0	1528.0	214.0	42.0	36.0	17.0	59.0	38.0	406.0	12520.0	12579.0	7856	2005	LINESTRING (388980 398270, 391390 397930)	53.47978883	-2.152147709	Tameside	Counted	Manual count
PA	0.5	31.0	214.0	26111.0	128.0	4142.0	748.0	100.0	123.0	53.0	80.0	91.0	1195.0	31790.0	31821.0	7857	2005	LINESTRING (385630 397760, 385320 398100)	53.47852163	-2.221031901	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.7	43.0	225.0	25580.0	717.0	3037.0	527.0	80.0	69.0	25.0	32.0	28.0	761.0	30320.0	30363.0	7921	2005	LINESTRING (371365 408649, 372001 408785)	53.57404582	-2.427937878	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	0.8	86.0	36.0	5747.0	98.0	712.0	77.0	14.0	39.0	1.0	2.0	0.0	133.0	6726.0	6812.0	7922	2005	LINESTRING (382729 397660, 383417 397679)	53.47698319	-2.257606566	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	1.7	59.0	52.0	12750.0	322.0	1464.0	174.0	19.0	13.0	4.0	5.0	6.0	221.0	14809.0	14868.0	7944	2005	LINESTRING (379513 400682, 378020 401310)	53.50526535	-2.319036199	Salford	Estimated	Estimated using previous year's AADF on this link
PA	0.2	248.0	181.0	18712.0	712.0	2160.0	313.0	32.0	44.0	12.0	29.0	23.0	453.0	22218.0	22466.0	7946	2005	LINESTRING (386941 395371, 386821 395540)	53.45560406	-2.19886575	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.2	164.0	99.0	5894.0	945.0	625.0	76.0	15.0	2.0	0.0	0.0	6.0	99.0	7662.0	7826.0	7947	2005	LINESTRING (383830 398180, 383640 398263)	53.48059183	-2.247080651	Manchester	Counted	Manual count
PA	0.3	228.0	67.0	10262.0	112.0	1340.0	256.0	17.0	4.0	4.0	2.0	3.0	286.0	12067.0	12295.0	7948	2005	LINESTRING (383796 397913, 383533 397979)	53.47797622	-2.247065439	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.3	29.0	45.0	5717.0	121.0	818.0	114.0	15.0	14.0	3.0	20.0	17.0	183.0	6884.0	6913.0	7949	2005	LINESTRING (357670 399030, 357730 399290)	53.48690363	-2.6391191	Wigan	Estimated	Estimated using previous year's AADF on this link
PA	0.3	358.0	171.0	13042.0	129.0	1552.0	231.0	25.0	125.0	8.0	10.0	5.0	404.0	15298.0	15656.0	7950	2005	LINESTRING (383417 397679, 383533 397979)	53.47666569	-2.250523203	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.2	36.0	140.0	17483.0	95.0	2968.0	629.0	49.0	45.0	131.0	175.0	95.0	1124.0	21810.0	21846.0	7952	2005	LINESTRING (389104 411535, 389270 411370)	53.59905752	-2.164060552	Rochdale	Counted	Manual count
PA	2.2	43.0	78.0	6446.0	123.0	1263.0	248.0	50.0	32.0	7.0	9.0	13.0	359.0	8269.0	8312.0	7953	2005	LINESTRING (376830 407580, 375742 409075)	53.57165131	-2.363886738	Bury	Estimated	Estimated using previous year's AADF on this link
PA	0.9	19.0	82.0	8128.0	220.0	1437.0	211.0	9.0	24.0	10.0	8.0	9.0	271.0	10138.0	10157.0	7954	2005	LINESTRING (372055 409600, 372800 409300)	53.58134553	-2.422559041	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	0.3	124.0	59.0	9211.0	358.0	1510.0	186.0	13.0	6.0	3.0	9.0	4.0	221.0	11359.0	11483.0	7956	2005	LINESTRING (380510 399520, 380520 399770)	53.49274255	-2.295308281	Salford	Estimated	Estimated using previous year's AADF on this link
PA	0.2	129.0	129.0	9615.0	296.0	1655.0	299.0	39.0	49.0	11.0	29.0	17.0	444.0	12139.0	12268.0	7958	2005	LINESTRING (392551 395492, 392465 395720)	53.4570993	-2.114296145	Tameside	Estimated	Estimated using previous year's AADF on this link
PA	0.3	120.0	267.0	25415.0	268.0	5365.0	820.0	77.0	60.0	70.0	179.0	125.0	1331.0	32646.0	32766.0	7959	2005	LINESTRING (374495 405276, 374240 405410)	53.54440835	-2.389307556	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	0.4	6.0	276.0	36282.0	91.0	5585.0	1096.0	128.0	88.0	103.0	121.0	127.0	1663.0	43897.0	43903.0	8030	2005	LINESTRING (372004 409571, 371824 409821)	53.58373924	-2.426827441	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	0.6	68.0	29.0	5219.0	41.0	1130.0	246.0	22.0	33.0	11.0	19.0	9.0	340.0	6759.0	6827.0	8190	2005	LINESTRING (373390 406090, 373550 406650)	53.55311944	-2.402474143	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	0.3	36.0	61.0	11397.0	399.0	1205.0	385.0	96.0	25.0	23.0	8.0	5.0	542.0	13604.0	13640.0	8273	2005	LINESTRING (391562 405139, 391900 405070)	53.54256653	-2.126719684	Oldham	Estimated	Estimated using previous year's AADF on this link
PA	3.2	18.0	82.0	14746.0	83.0	1854.0	363.0	56.0	43.0	15.0	57.0	28.0	562.0	17327.0	17345.0	8343	2005	LINESTRING (365080 400170, 366359 403086)	53.51886359	-2.513016656	Wigan	Counted	Manual count
PA	0.4	132.0	36.0	11194.0	418.0	1134.0	171.0	19.0	13.0	4.0	11.0	15.0	233.0	13015.0	13147.0	8456	2005	LINESTRING (372055 409600, 372265 409910)	53.58404732	-2.421060387	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	1.1	55.0	152.0	19548.0	439.0	2175.0	301.0	31.0	22.0	37.0	29.0	33.0	453.0	22767.0	22822.0	8457	2005	LINESTRING (392131 406042, 392152 407183)	53.55965972	-2.120581369	Oldham	Estimated	Estimated using previous year's AADF on this link
PA	0.3	46.0	75.0	8198.0	145.0	1359.0	240.0	22.0	17.0	6.0	7.0	6.0	298.0	10075.0	10121.0	8563	2005	LINESTRING (384601 398328, 384796 398558)	53.48221216	-2.232458222	Manchester	Estimated	Estimated using previous year's AADF on this link
TM	1.4	0.0	383.0	87020.0	250.0	15105.0	3033.0	568.0	588.0	515.0	1477.0	1608.0	7789.0	110547.0	110547.0	8564	2005	LINESTRING (377806 393842, 379161 393419)	53.43899454	-2.321896127	Trafford	Estimated	Estimated using previous year's AADF on this link
PA	0.1	75.0	97.0	19377.0	417.0	1610.0	432.0	76.0	100.0	22.0	25.0	48.0	703.0	22204.0	22279.0	8565	2005	LINESTRING (378780 399210, 378857 399210)	53.48918871	-2.321010363	Salford	Estimated	Estimated from nearby links
PA	0.3	121.0	199.0	15199.0	452.0	2741.0	316.0	38.0	48.0	18.0	73.0	42.0	535.0	19126.0	19247.0	8566	2005	LINESTRING (358450 405410, 358708 405308)	53.54277873	-2.626801801	Wigan	Estimated	Estimated using previous year's AADF on this link
PA	0.3	69.0	186.0	34606.0	190.0	4091.0	896.0	111.0	123.0	84.0	163.0	99.0	1476.0	40549.0	40618.0	8567	2005	LINESTRING (358450 405410, 358290 405150)	53.54177993	-2.630423784	Wigan	Estimated	Estimated using previous year's AADF on this link
PA	0.2	121.0	212.0	21830.0	1417.0	3435.0	619.0	67.0	63.0	38.0	54.0	43.0	884.0	27778.0	27899.0	8568	2005	LINESTRING (357800 405280, 357975 405350)	53.54291636	-2.636476928	Wigan	Estimated	Estimated using previous year's AADF on this link
PA	0.9	27.0	207.0	23160.0	907.0	1938.0	296.0	32.0	22.0	9.0	28.0	70.0	457.0	26669.0	26696.0	8575	2005	LINESTRING (380180 410510, 380938 410828)	53.59045856	-2.297575991	Bury	Estimated	Estimated using previous year's AADF on this link
TM	6.8	0.0	191.0	78319.0	396.0	12510.0	3210.0	569.0	472.0	857.0	3985.0	2948.0	12041.0	103457.0	103457.0	16030	2005	LINESTRING (353800 404200, 354146 410581)	53.57094657	-2.698538746	Wigan	Counted	Manual count
TM	1.5	0.0	224.0	101661.0	707.0	12360.0	2995.0	505.0	455.0	724.0	2744.0	1915.0	9338.0	124290.0	124290.0	16044	2005	LINESTRING (380976 386462, 380390 385140)	53.37140743	-2.291161143	Manchester	Counted	Manual count
TM	3.2	0.0	248.0	49583.0	189.0	6738.0	2322.0	342.0	789.0	550.0	691.0	1836.0	6530.0	63288.0	63288.0	16050	2005	LINESTRING (375105 399054, 378160 398880)	53.48586237	-2.337532283	Salford	Counted	Manual count
TM	2.7	0.0	552.0	116254.0	460.0	23101.0	6316.0	900.0	913.0	1651.0	6654.0	5003.0	21437.0	161804.0	161804.0	16051	2005	LINESTRING (380927 404716, 378440 403580)	53.53658618	-2.303233061	Bury	Counted	Manual count
TM	1.5	0.0	512.0	94372.0	314.0	16363.0	3246.0	528.0	1163.0	678.0	2130.0	1546.0	9291.0	120852.0	120852.0	16056	2005	LINESTRING (376397 396440, 377577 395723)	53.4624869	-2.348793755	Trafford	Estimated	Estimated using previous year's AADF on this link
TM	1.1	0.0	33.0	9088.0	43.0	1600.0	519.0	39.0	48.0	314.0	695.0	317.0	1932.0	12696.0	12696.0	16067	2005	LINESTRING (388516 408385, 389489 408622)	53.57367442	-2.170606708	Rochdale	Estimated	Estimated using previous year's AADF on this link
PA	4.6	86.0	92.0	10645.0	263.0	1375.0	240.0	8.0	12.0	12.0	14.0	12.0	298.0	12673.0	12759.0	16151	2005	LINESTRING (378020 401310, 373910 402960)	53.52295161	-2.378552316	Salford	Counted	Manual count
PA	0.8	190.0	219.0	22210.0	741.0	2631.0	357.0	65.0	63.0	24.0	45.0	76.0	630.0	26431.0	26621.0	16153	2005	LINESTRING (388217 392544, 387850 393210)	53.43288994	-2.182082632	Stockport	Counted	Manual count
PA	3.6	99.0	217.0	22920.0	487.0	1401.0	305.0	43.0	39.0	24.0	11.0	20.0	442.0	25467.0	25566.0	16322	2005	LINESTRING (385507 390452, 386572 393934)	53.42460771	-2.211617416	Manchester	Counted	Manual count
PA	0.3	240.0	196.0	12213.0	402.0	1375.0	291.0	22.0	24.0	7.0	7.0	5.0	356.0	14542.0	14782.0	16536	2005	LINESTRING (383640 398263, 383756 398551)	53.48227278	-2.247030152	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.6	130.0	234.0	42787.0	694.0	4525.0	503.0	48.0	73.0	24.0	93.0	63.0	804.0	49044.0	49174.0	16537	2005	LINESTRING (379350 393960, 379700 394410)	53.44236683	-2.311127362	Trafford	Estimated	Estimated using previous year's AADF on this link
PA	3.1	33.0	90.0	18317.0	74.0	2005.0	320.0	54.0	54.0	55.0	100.0	111.0	694.0	21180.0	21213.0	16538	2005	LINESTRING (374710 386410, 376800 388230)	53.38673592	-2.362306881	Trafford	Counted	Manual count
PA	8.8	33.0	118.0	23581.0	310.0	4177.0	1181.0	349.0	231.0	209.0	236.0	172.0	2378.0	30564.0	30597.0	16543	2005	LINESTRING (375273 397811, 370120 391340)	53.47327376	-2.378109783	Salford	Counted	Manual count
PA	0.5	73.0	106.0	12346.0	740.0	1722.0	523.0	51.0	101.0	57.0	110.0	76.0	918.0	15832.0	15905.0	16544	2005	LINESTRING (385309 397073, 385777 396921)	53.46962514	-2.219900989	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	2.3	28.0	17.0	13821.0	127.0	1799.0	248.0	23.0	33.0	4.0	7.0	8.0	323.0	16087.0	16115.0	16554	2005	LINESTRING (368660 407380, 367771 409296)	53.57318199	-2.484709946	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	0.9	83.0	234.0	20821.0	477.0	2890.0	456.0	43.0	46.0	31.0	62.0	34.0	672.0	25094.0	25177.0	16555	2005	LINESTRING (373660 409410, 372800 409300)	53.58014237	-2.409270855	Bolton	Counted	Manual count
